method,mechanism,dataset,missing_rate,n_imputations,param,mean_bias,mean_perc_bias,mean_cov_rate,mean_ci_width,mean_fmi,mean_runtime,total_reps
RF,MAR,small,0.5,10,x2,-0.04705246960642215,-15.684156535474061,0.906,0.20429006067026034,0.3462101157496187,8.185455340862273,500.0
RF,MAR,small,0.5,10,x3,0.0308863726473967,15.443186323698388,0.982,0.22719290548321405,0.2975291010809178,8.185455340862273,500.0
RF,MAR,small,0.5,10,z,-0.09087623460025815,-36.35049384010327,0.882,0.31294497641767116,0.33029993105137984,8.185455340862273,500.0
RF,MAR,small,0.5,20,I(x1 * x2),-0.07186275193563535,-39.92375107535298,0.781,0.2054981715930166,0.35886954208606814,16.4552212870121,500.0
RF,MAR,small,0.5,20,I(x2 ** 2),0.0097781785017808,13.037571335707774,0.991,0.17563230401601493,0.3483640132318798,16.4552212870121,500.0
RF,MAR,small,0.5,20,I(x3 * z),-0.05699716024484636,-126.66035609965866,0.993,0.31269332276979656,0.3425932407147358,16.4552212870121,500.0
RF,MAR,small,0.5,20,x1,-0.0628740239768263,-20.958007992275448,0.796,0.19389939426593544,0.3537822082165034,16.4552212870121,500.0
RF,MAR,small,0.5,20,x2,-0.0468719940416144,-15.623998013871475,0.899,0.20334871997060777,0.3465514549663801,16.4552212870121,500.0
RF,MAR,small,0.5,20,x3,0.0311320678546538,15.566033927326924,0.983,0.22647340153279882,0.2991393984768381,16.4552212870121,500.0
RF,MAR,small,0.5,20,z,-0.0906147558553988,-36.245902342159525,0.885,0.3113125487807826,0.32990382459052625,16.4552212870121,500.0
RF,MCAR,large,0.2,10,I(x1 * x2),-0.1135265475472747,-9.460545628939563,0.5449999999999999,0.22883847095710874,0.3761954665040591,4.387309126615524,500.0
RF,MCAR,large,0.2,10,I(x2 ** 2),0.0344389848785221,6.887796975704433,0.969,0.1993497275961025,0.3855959590815309,4.387309126615524,500.0
RF,MCAR,large,0.2,10,I(x3 * z),-0.0166092620912016,-5.536420697067213,1.0,0.3268996748827861,0.2847858873061695,4.387309126615524,500.0
RF,MCAR,large,0.2,10,x1,-0.0578947460273241,-19.298248675774722,0.935,0.2020104793723645,0.2909483251967976,4.387309126615524,500.0
RF,MCAR,large,0.2,10,x2,-0.0241598326491612,-8.053277549720418,1.0,0.2151254426922891,0.3027406610876681,4.387309126615524,500.0
RF,MCAR,large,0.2,10,x3,0.0501904969557365,25.095248477868257,1.0,0.24222973224863464,0.2697387978299568,4.387309126615524,500.0
RF,MCAR,large,0.2,10,z,-0.0209900450923208,-8.396018036928334,1.0,0.3180905513066794,0.23917632632880095,4.387309126615524,500.0
RF,MCAR,large,0.2,20,I(x1 * x2),-0.11438716619501621,-9.532263849584686,0.536,0.22677940619541465,0.37320888609152375,8.838559953212737,500.0
RF,MCAR,large,0.2,20,I(x2 ** 2),0.035558463843281554,7.1116927686563205,0.967,0.1978654368775076,0.385686527049029,8.838559953212737,500.0
RF,MCAR,large,0.2,20,I(x3 * z),-0.0158613761513141,-5.287125383771386,1.0,0.3251945271107046,0.2823089158510894,8.838559953212737,500.0
RF,MCAR,large,0.2,20,x1,-0.0573120304653241,-19.104010155108046,0.948,0.20053976306813226,0.2865837479060579,8.838559953212737,500.0
RF,MCAR,large,0.2,20,x2,-0.024994586686579702,-8.331528895526592,0.999,0.21475760250670978,0.3066685323402526,8.838559953212737,500.0
RF,MCAR,large,0.2,20,x3,0.050008953884311355,25.00447694215569,1.0,0.24085891769840478,0.2666145518759738,8.838559953212737,500.0
RF,MCAR,large,0.2,20,z,-0.020808068027694,-8.323227211077628,1.0,0.3168624499851334,0.23813074764402403,8.838559953212737,500.0
RF,MCAR,large,0.3,10,I(x1 * x2),-0.1536654099420065,-12.805450828500543,0.29,0.2572797507188669,0.4485146278688053,5.620407963275909,500.0
RF,MCAR,large,0.3,10,I(x2 ** 2),0.0394568641019878,7.8913728203975655,0.96,0.22400227005075657,0.4569267912260425,5.620407963275909,500.0
RF,MCAR,large,0.3,10,I(x3 * z),-0.04610040971731985,-15.366803239106636,0.997,0.36103190480832215,0.3449370342507163,5.620407963275909,500.0
RF,MCAR,large,0.3,10,x1,-0.0616130151982074,-20.53767173273582,0.9339999999999999,0.2254894037766996,0.36225710731473726,5.620407963275909,500.0
RF,MCAR,large,0.3,10,x2,-0.0277842409565792,-9.261413652193086,0.988,0.24210963443249695,0.3840857742504077,5.620407963275909,500.0
RF,MCAR,large,0.3,10,x3,0.05732565079359925,28.662825396799647,0.985,0.26669607191768585,0.3279562547079221,5.620407963275909,500.0
RF,MCAR,large,0.3,10,z,-0.03709061206675075,-14.836244826700312,1.0,0.3494898024363799,0.2983019403575129,5.620407963275909,500.0
RF,MCAR,large,0.3,20,I(x1 * x2),-0.15328617895877483,-12.773848246564576,0.275,0.2560473524669791,0.4522215512366661,11.269409051895142,500.0
RF,MCAR,large,0.3,20,I(x2 ** 2),0.03939124527432125,7.878249054864261,0.967,0.22353857050482584,0.46372830707450696,11.269409051895142,500.0
RF,MCAR,large,0.3,20,I(x3 * z),-0.04632686242158725,-15.442287473862436,0.999,0.3596177007409307,0.3462765178559343,11.269409051895142,500.0
RF,MCAR,large,0.3,20,x1,-0.060735558800746,-20.245186266915344,0.938,0.2232045436764969,0.3579126089252156,11.269409051895142,500.0
RF,MCAR,large,0.3,20,x2,-0.02851307320027225,-9.5043577334241,0.992,0.24012766556380039,0.38107023917875155,11.269409051895142,500.0
RF,MCAR,large,0.3,20,x3,0.0572834087767172,28.641704388358622,0.992,0.2662187747158869,0.33171771097298725,11.269409051895142,500.0
RF,MCAR,large,0.3,20,z,-0.0369123001330743,-14.764920053229739,0.999,0.34829019226426655,0.2983748594644428,11.269409051895142,500.0
RF,MCAR,large,0.5,10,I(x1 * x2),-0.2563838267050096,-21.365318892084133,0.062,0.31712396091650763,0.5385634975486813,8.110008682727814,500.0
RF,MCAR,large,0.5,10,I(x2 ** 2),0.043687914340967596,8.73758286819352,0.9430000000000001,0.2763489560939705,0.5457492887142268,8.110008682727814,500.0
RF,MCAR,large,0.5,10,I(x3 * z),-0.09942969051545415,-33.14323017181806,0.986,0.4385871718872236,0.4367939748311994,8.110008682727814,500.0
RF,MCAR,large,0.5,10,x1,-0.06467478003682381,-21.558260012274623,0.911,0.27077288559965224,0.44044407960650944,8.110008682727814,500.0
RF,MCAR,large,0.5,10,x2,-0.0317451214967076,-10.581707165569213,0.967,0.29118536963356123,0.4586238093878112,8.110008682727814,500.0
RF,MCAR,large,0.5,10,x3,0.06562186198226086,32.81093099113045,0.982,0.32367102238868317,0.4220511804640002,8.110008682727814,500.0
RF,MCAR,large,0.5,10,z,-0.07646212971458716,-30.584851885834894,0.985,0.4165416307235763,0.3743948048863998,8.110008682727814,500.0
RF,MCAR,large,0.5,20,I(x1 * x2),-0.2569070388506914,-21.408919904224284,0.04,0.31375637985361254,0.5404143081256233,16.221205778598783,500.0
RF,MCAR,large,0.5,20,I(x2 ** 2),0.0447632095119579,8.952641902391587,0.949,0.27439599987952923,0.551820817377307,16.221205778598783,500.0
RF,MCAR,large,0.5,20,I(x3 * z),-0.09830198766269505,-32.76732922089838,0.99,0.4355841984545413,0.43840936631252003,16.221205778598783,500.0
RF,MCAR,large,0.5,20,x1,-0.06489436995406014,-21.631456651353403,0.918,0.2707505857192066,0.4499261518153518,16.221205778598783,500.0
RF,MCAR,large,0.5,20,x2,-0.03161355543578905,-10.537851811929698,0.976,0.29173648130137614,0.47150834083167287,16.221205778598783,500.0
RF,MCAR,large,0.5,20,x3,0.06472037081696294,32.3601854084815,0.984,0.32091838797681027,0.42114629310062346,16.221205778598783,500.0
RF,MCAR,large,0.5,20,z,-0.07672360511177945,-30.689442044711807,0.992,0.4159069408756103,0.38025415629950954,16.221205778598783,500.0
RF,MCAR,medium,0.2,10,I(x1 * x2),-0.0765654158556352,-12.760902642605876,0.766,0.18968753288113793,0.23637711190030355,4.358980757951737,500.0
RF,MCAR,medium,0.2,10,I(x2 ** 2),0.028086488525627402,11.234595410250975,0.986,0.164035630099494,0.2407018611560776,4.358980757951737,500.0
RF,MCAR,medium,0.2,10,I(x3 * z),0.00400809457626445,2.6720630508429934,1.0,0.28771948275749065,0.21248284735733863,4.358980757951737,500.0
RF,MCAR,medium,0.2,10,x1,-0.058334599152495906,-19.444866384165316,0.907,0.17642208729941333,0.20896596297023673,4.358980757951737,500.0
RF,MCAR,medium,0.2,10,x2,-0.02374115736076995,-7.91371912025666,0.999,0.18665581914729729,0.21307742792255585,4.358980757951737,500.0
RF,MCAR,medium,0.2,10,x3,0.0447795480824366,22.389774041218313,0.996,0.2146436101111189,0.2069762740359121,4.358980757951737,500.0
RF,MCAR,medium,0.2,10,z,-0.0171125288248574,-6.845011529942978,1.0,0.2855502510555758,0.19355311468751468,4.358980757951737,500.0
RF,MCAR,medium,0.2,20,I(x1 * x2),-0.0767695075336399,-12.79491792227333,0.763,0.1888474889789744,0.23378188708234504,8.89941271328926,500.0
RF,MCAR,medium,0.2,20,I(x2 ** 2),0.02840559692795335,11.362238771181364,0.983,0.16353815484189277,0.2406568115520633,8.89941271328926,500.0
RF,MCAR,medium,0.2,20,I(x3 * z),0.00443096708428925,2.9539780561928692,1.0,0.2863173552489295,0.2083940537834057,8.89941271328926,500.0
RF,MCAR,medium,0.2,20,x1,-0.05827612129746985,-19.425373765823295,0.921,0.1758915148239501,0.2076198611323058,8.89941271328926,500.0
RF,MCAR,medium,0.2,20,x2,-0.02395276544022585,-7.984255146741969,0.998,0.1862453567480345,0.21313774249088854,8.89941271328926,500.0
RF,MCAR,medium,0.2,20,x3,0.04453163967410065,22.26581983705033,0.998,0.21344940334437174,0.202026853312433,8.89941271328926,500.0
RF,MCAR,medium,0.2,20,z,-0.017308392177180502,-6.923356870872221,1.0,0.284493134299025,0.19046250203091325,8.89941271328926,500.0
RF,MCAR,medium,0.3,10,I(x1 * x2),-0.09634758835467905,-16.05793139244652,0.5780000000000001,0.20368985833445785,0.31067396391290014,5.556548129081726,500.0
RF,MCAR,medium,0.3,10,I(x2 ** 2),0.0307733901393576,12.309356055743068,0.977,0.176518490770895,0.3171302220499831,5.556548129081726,500.0
RF,MCAR,medium,0.3,10,I(x3 * z),-0.01401208907832595,-9.34139271888398,1.0,0.307191670205884,0.282246710823576,5.556548129081726,500.0
RF,MCAR,medium,0.3,10,x1,-0.0613930538817586,-20.464351293919556,0.881,0.18780568878784298,0.27467465395005475,5.556548129081726,500.0
RF,MCAR,medium,0.3,10,x2,-0.0261562085559777,-8.718736185325923,0.995,0.19972451651263845,0.2847989343639503,5.556548129081726,500.0
RF,MCAR,medium,0.3,10,x3,0.04821466430713045,24.107332153565245,0.99,0.22800116827079914,0.2695684504034498,5.556548129081726,500.0
RF,MCAR,medium,0.3,10,z,-0.030869924925616653,-12.34796997024667,0.997,0.30251631961828285,0.25319596769666664,5.556548129081726,500.0
RF,MCAR,medium,0.3,20,I(x1 * x2),-0.09588189247866236,-15.98031541311039,0.579,0.20249135078436695,0.30765715687848294,11.097726994037629,500.0
RF,MCAR,medium,0.3,20,I(x2 ** 2),0.03046022560126025,12.184090240504108,0.978,0.17544548665736098,0.3147323443959084,11.097726994037629,500.0
RF,MCAR,medium,0.3,20,I(x3 * z),-0.0142672969378317,-9.511531291887849,1.0,0.30579397978470163,0.27975355205587915,11.097726994037629,500.0
RF,MCAR,medium,0.3,20,x1,-0.0611509517041111,-20.38365056803706,0.885,0.1869499335831857,0.27223384679829227,11.097726994037629,500.0
RF,MCAR,medium,0.3,20,x2,-0.0262824809059842,-8.760826968661412,0.991,0.1987395931662395,0.2820970253148063,11.097726994037629,500.0
RF,MCAR,medium,0.3,20,x3,0.0480000694878983,24.000034743949172,0.99,0.22725570185758787,0.2692017251024037,11.097726994037629,500.0
RF,MCAR,medium,0.3,20,z,-0.0311451788597511,-12.458071543900454,0.997,0.3018789727970941,0.2539690528851217,11.097726994037629,500.0
RF,MCAR,medium,0.5,10,I(x1 * x2),-0.141884624238313,-23.647437373052178,0.263,0.2325325858865211,0.417031779670374,8.150982461452482,500.0
RF,MCAR,medium,0.5,10,I(x2 ** 2),0.028114564838149753,11.245825935259925,0.953,0.2014586396225653,0.4222621659311168,8.150982461452482,500.0
RF,MCAR,medium,0.5,10,I(x3 * z),-0.042653002771269,-28.43533518084604,0.993,0.34532349072796664,0.37504685827712314,8.150982461452482,500.0
RF,MCAR,medium,0.5,10,x1,-0.0675844795770629,-22.528159859020978,0.847,0.21370268737050305,0.38288302696701504,8.150982461452482,500.0
RF,MCAR,medium,0.5,10,x2,-0.026158127426537947,-8.719375808845994,0.966,0.22662516544711284,0.38872682483752663,8.150982461452482,500.0
RF,MCAR,medium,0.5,10,x3,0.047210810088857746,23.6054050444289,0.977,0.25697276222721166,0.36777142033752885,8.150982461452482,500.0
RF,MCAR,medium,0.5,10,z,-0.06741927172303305,-26.96770868921324,0.973,0.34060342039469843,0.35320352511881925,8.150982461452482,500.0
RF,MCAR,medium,0.5,20,I(x1 * x2),-0.14243244549369644,-23.73874091561609,0.254,0.2310978319262575,0.41797880586635494,16.24711839389801,500.0
RF,MCAR,medium,0.5,20,I(x2 ** 2),0.02864537053922385,11.458148215689564,0.955,0.19985991615074375,0.42191899364059837,16.24711839389801,500.0
RF,MCAR,medium,0.5,20,I(x3 * z),-0.042152672290516155,-28.101781527010793,0.995,0.3432972284488348,0.37536256329288664,16.24711839389801,500.0
RF,MCAR,medium,0.5,20,x1,-0.06781715262139085,-22.605717540463633,0.837,0.21193668930653964,0.38070557952149275,16.24711839389801,500.0
RF,MCAR,medium,0.5,20,x2,-0.02605149779662525,-8.683832598875092,0.965,0.22444326840637246,0.3852579775678685,16.24711839389801,500.0
RF,MCAR,medium,0.5,20,x3,0.04682465869880755,23.41232934940379,0.982,0.25519578860716774,0.36727133419040664,16.24711839389801,500.0
RF,MCAR,medium,0.5,20,z,-0.0676238473870721,-27.049538954828854,0.981,0.33768321823233793,0.348877777197012,16.24711839389801,500.0
RF,MCAR,small,0.2,10,I(x1 * x2),-0.04765996359135005,-26.477757550750063,0.959,0.17845812879558431,0.18466319619692417,4.348057411670685,500.0
RF,MCAR,small,0.2,10,I(x2 ** 2),0.02141583711822555,28.554449490967485,0.999,0.1531020689812983,0.17783760568635448,4.348057411670685,500.0
RF,MCAR,small,0.2,10,I(x3 * z),0.01553140300165615,34.51422889256935,1.0,0.27483388081316784,0.1826383638582756,4.348057411670685,500.0
RF,MCAR,small,0.2,10,x1,-0.061097810999225496,-20.36593699974184,0.865,0.16892758748874825,0.18246221081673614,4.348057411670685,500.0
RF,MCAR,small,0.2,10,x2,-0.02111733482218735,-7.03911160739579,0.999,0.1779866066677389,0.18008176694839662,4.348057411670685,500.0
RF,MCAR,small,0.2,10,x3,0.0412554301589464,20.62771507947324,0.997,0.2049845132957578,0.17660724217082407,4.348057411670685,500.0
RF,MCAR,small,0.2,10,z,-0.01213921774384665,-4.8556870975386675,1.0,0.2754073863228106,0.17784610605295853,4.348057411670685,500.0
RF,MCAR,small,0.2,20,I(x1 * x2),-0.04762987106997845,-26.461039483321386,0.955,0.17751604578516056,0.17886131682603446,8.830774817466734,500.0
RF,MCAR,small,0.2,20,I(x2 ** 2),0.0214684649663266,28.62461995510221,0.998,0.15245608083344464,0.17323345203482005,8.830774817466734,500.0
RF,MCAR,small,0.2,20,I(x3 * z),0.0160044582367723,35.56546274838297,1.0,0.2735354112164836,0.17730958068363561,8.830774817466734,500.0
RF,MCAR,small,0.2,20,x1,-0.061005941273758454,-20.3353137579195,0.865,0.16825797922115035,0.17869224631799713,8.830774817466734,500.0
RF,MCAR,small,0.2,20,x2,-0.02120766133495225,-7.0692204449841025,0.999,0.17714675871887992,0.17498227703094626,8.830774817466734,500.0
RF,MCAR,small,0.2,20,x3,0.0408581777470148,20.429088873507418,0.997,0.20426237531125452,0.17325944894698206,8.830774817466734,500.0
RF,MCAR,small,0.2,20,z,-0.0121730082967576,-4.869203318703056,1.0,0.274256888301565,0.17323473305629272,8.830774817466734,500.0
RF,MCAR,small,0.3,10,I(x1 * x2),-0.05164565151534705,-28.6920286196373,0.9359999999999999,0.18631702410111906,0.24350565652197875,5.860348214149475,500.0
RF,MCAR,small,0.3,10,I(x2 ** 2),0.02089417173173035,27.85889564230718,0.996,0.16047840390997786,0.24249798291284846,5.860348214149475,500.0
RF,MCAR,small,0.3,10,I(x3 * z),0.0037824539306653,8.405453179256334,0.999,0.2872425496743096,0.2418752239972029,5.860348214149475,500.0
RF,MCAR,small,0.3,10,x1,-0.06433611215946619,-21.44537071982208,0.804,0.1764979475654238,0.24172364458015383,5.860348214149475,500.0
RF,MCAR,small,0.3,10,x2,-0.021882654301045752,-7.2942181003485995,0.998,0.1859345043265318,0.2393674522116763,5.860348214149475,500.0
RF,MCAR,small,0.3,10,x3,0.041940690539106054,20.970345269553064,0.983,0.2143935457321332,0.23783249579145485,5.860348214149475,500.0
RF,MCAR,small,0.3,10,z,-0.0225211351530036,-9.00845406120146,0.998,0.28706326379336045,0.2340186108668691,5.860348214149475,500.0
RF,MCAR,small,0.3,20,I(x1 * x2),-0.0516513952895247,-28.695219605291534,0.937,0.18556967103093705,0.2406504223654134,11.577342685937882,500.0
RF,MCAR,small,0.3,20,I(x2 ** 2),0.02090919962537935,27.878932833839233,0.998,0.15957127691411505,0.23726206886253337,11.577342685937882,500.0
RF,MCAR,small,0.3,20,I(x3 * z),0.00379736880361785,8.43859734137307,0.999,0.2859627034396629,0.238921109409399,11.577342685937882,500.0
RF,MCAR,small,0.3,20,x1,-0.0643669409627812,-21.455646987593752,0.815,0.17590984869596887,0.24006062399317651,11.577342685937882,500.0
RF,MCAR,small,0.3,20,x2,-0.0217275856639967,-7.242528554665574,0.997,0.185407586686676,0.23880630828349844,11.577342685937882,500.0
RF,MCAR,small,0.3,20,x3,0.041681073043625255,20.840536521812645,0.989,0.21351900299268928,0.234999900115847,11.577342685937882,500.0
RF,MCAR,small,0.3,20,z,-0.02250706858519365,-9.002827434077474,0.998,0.28624720911948714,0.23296339847972145,11.577342685937882,500.0
RF,MCAR,small,0.5,10,I(x1 * x2),-0.059193555220565255,-32.88530845586961,0.877,0.2041423172375753,0.34881953265883403,8.209482359170913,500.0
RF,MCAR,small,0.5,10,I(x2 ** 2),0.0151022257858869,20.136301047849255,0.978,0.17494432290848744,0.34177069653853487,8.209482359170913,500.0
RF,MCAR,small,0.5,10,I(x3 * z),-0.00990015249973355,-22.00033888829695,0.997,0.31262103920887374,0.3403087979871753,8.209482359170913,500.0
RF,MCAR,small,0.5,10,x1,-0.07186477031499014,-23.954923438330066,0.741,0.1930403979220462,0.3464271693107104,8.209482359170913,500.0
RF,MCAR,small,0.5,10,x2,-0.02017929931298535,-6.726433104328471,0.974,0.2039082832179177,0.34740638512833355,8.209482359170913,500.0
RF,MCAR,small,0.5,10,x3,0.0352790086894774,17.639504344738718,0.983,0.23335249485226928,0.33674668517744516,8.209482359170913,500.0
RF,MCAR,small,0.5,10,z,-0.054848106107341046,-21.939242442936433,0.976,0.3140138382017328,0.3388526885632829,8.209482359170913,500.0
RF,MCAR,small,0.5,20,I(x1 * x2),-0.05934793102173385,-32.97107278985217,0.886,0.20220886614702555,0.34466497388151,16.97728745174408,500.0
RF,MCAR,small,0.5,20,I(x2 ** 2),0.01533222977052625,20.442973027368353,0.983,0.17361110767864896,0.3395578948875688,16.97728745174408,500.0
RF,MCAR,small,0.5,20,I(x3 * z),-0.009243021793380001,-20.54004842973353,0.998,0.31139116007315715,0.3424636634805329,16.97728745174408,500.0
RF,MCAR,small,0.5,20,x1,-0.07205529688804921,-24.01843229601642,0.727,0.19168845860723238,0.34434607769295106,16.97728745174408,500.0
RF,MCAR,small,0.5,20,x2,-0.020023144734614,-6.674381578204688,0.973,0.20234719213300295,0.34471065300142767,16.97728745174408,500.0
RF,MCAR,small,0.5,20,x3,0.03497362007936095,17.486810039680492,0.981,0.23209216226870924,0.3364300236603588,16.97728745174408,500.0
RF,MCAR,small,0.5,20,z,-0.05543527030907895,-22.174108123631598,0.977,0.31104754194196926,0.334104324789643,16.97728745174408,500.0
