method,mechanism,dataset,missing_rate,n_imputations,param,bootstrap,max_depth,max_features,min_samples_leaf,n_estimators,min_impurity_decrease,avg_estimate,avg_bias,avg_perc_bias,coverage_rate,avg_ci_width,avg_fmi,avg_runtime,n_reps
CART,MCAR,medium,0.5,10,I(x2 ** 2),,None,,10.0,,0.0001,0.299,0.049,19.661,0.916,0.229,0.543,0.332,500.0
CART,MCAR,medium,0.5,10,I(x3 * z),,None,,10.0,,0.0001,0.106,-0.044,-29.382,0.996,0.355,0.415,0.332,500.0
CART,MCAR,medium,0.5,10,x1,,None,,10.0,,0.0001,0.227,-0.073,-24.399,0.832,0.233,0.475,0.332,500.0
CART,MCAR,medium,0.5,10,x2,,None,,10.0,,0.0001,0.287,-0.013,-4.173,0.984,0.249,0.491,0.332,500.0
CART,MCAR,medium,0.5,10,x3,,None,,10.0,,0.0001,0.232,0.032,15.766,0.992,0.267,0.42,0.332,500.0
CART,MCAR,medium,0.5,10,z,,None,,10.0,,0.0001,0.166,-0.084,-33.653,0.962,0.36,0.422,0.332,500.0
CART,MCAR,medium,0.5,20,I(x1 * x2),,None,,5.0,,0.0001,0.471,-0.129,-21.551,0.464,0.251,0.522,0.515,500.0
CART,MCAR,medium,0.5,20,I(x2 ** 2),,None,,5.0,,0.0001,0.296,0.046,18.492,0.916,0.215,0.516,0.515,500.0
CART,MCAR,medium,0.5,20,I(x3 * z),,None,,5.0,,0.0001,0.109,-0.041,-27.382,0.998,0.347,0.417,0.515,500.0
CART,MCAR,medium,0.5,20,x1,,None,,5.0,,0.0001,0.231,-0.069,-22.873,0.85,0.225,0.475,0.515,500.0
CART,MCAR,medium,0.5,20,x2,,None,,5.0,,0.0001,0.286,-0.014,-4.635,0.988,0.238,0.474,0.515,500.0
CART,MCAR,medium,0.5,20,x3,,None,,5.0,,0.0001,0.239,0.039,19.541,0.986,0.261,0.421,0.515,500.0
CART,MCAR,medium,0.5,20,z,,None,,5.0,,0.0001,0.175,-0.075,-29.889,0.98,0.351,0.424,0.515,500.0
CART,MCAR,medium,0.5,20,I(x1 * x2),,None,,10.0,,0.0001,0.45,-0.15,-24.955,0.35,0.265,0.554,0.652,500.0
CART,MCAR,medium,0.5,20,I(x2 ** 2),,None,,10.0,,0.0001,0.298,0.048,19.295,0.924,0.228,0.549,0.652,500.0
CART,MCAR,medium,0.5,20,I(x3 * z),,None,,10.0,,0.0001,0.104,-0.046,-30.597,0.996,0.353,0.416,0.652,500.0
CART,MCAR,medium,0.5,20,x1,,None,,10.0,,0.0001,0.227,-0.073,-24.449,0.852,0.233,0.487,0.652,500.0
CART,MCAR,medium,0.5,20,x2,,None,,10.0,,0.0001,0.289,-0.011,-3.822,0.986,0.248,0.498,0.652,500.0
CART,MCAR,medium,0.5,20,x3,,None,,10.0,,0.0001,0.232,0.032,16.15,0.998,0.265,0.419,0.652,500.0
CART,MCAR,medium,0.5,20,z,,None,,10.0,,0.0001,0.165,-0.085,-33.883,0.972,0.357,0.422,0.652,500.0
CART,MCAR,small,0.2,10,I(x1 * x2),,None,,5.0,,0.0001,0.134,-0.046,-25.704,0.966,0.18,0.2,0.238,500.0
CART,MCAR,small,0.2,10,I(x2 ** 2),,None,,5.0,,0.0001,0.097,0.022,29.376,0.994,0.155,0.196,0.238,500.0
CART,MCAR,small,0.2,10,I(x3 * z),,None,,5.0,,0.0001,0.061,0.016,35.801,1.0,0.276,0.193,0.238,500.0
CART,MCAR,small,0.2,10,x1,,None,,5.0,,0.0001,0.238,-0.062,-20.554,0.856,0.171,0.199,0.238,500.0
CART,MCAR,small,0.2,10,x2,,None,,5.0,,0.0001,0.28,-0.02,-6.531,1.0,0.18,0.198,0.238,500.0
CART,MCAR,small,0.2,10,x3,,None,,5.0,,0.0001,0.241,0.041,20.712,0.996,0.207,0.191,0.238,500.0
CART,MCAR,small,0.2,10,z,,None,,5.0,,0.0001,0.235,-0.015,-5.833,1.0,0.278,0.194,0.238,500.0
CART,MCAR,small,0.2,10,I(x1 * x2),,None,,10.0,,0.0001,0.133,-0.047,-26.028,0.968,0.181,0.206,0.238,500.0
CART,MCAR,small,0.2,10,I(x2 ** 2),,None,,10.0,,0.0001,0.096,0.021,28.447,0.994,0.156,0.203,0.238,500.0
CART,MCAR,small,0.2,10,I(x3 * z),,None,,10.0,,0.0001,0.06,0.015,34.124,1.0,0.278,0.201,0.238,500.0
CART,MCAR,small,0.2,10,x1,,None,,10.0,,0.0001,0.237,-0.063,-20.855,0.84,0.172,0.207,0.238,500.0
CART,MCAR,small,0.2,10,x2,,None,,10.0,,0.0001,0.281,-0.019,-6.437,0.996,0.18,0.2,0.238,500.0
CART,MCAR,small,0.2,10,x3,,None,,10.0,,0.0001,0.24,0.04,19.946,0.996,0.208,0.197,0.238,500.0
CART,MCAR,small,0.2,10,z,,None,,10.0,,0.0001,0.232,-0.018,-7.088,1.0,0.28,0.202,0.238,500.0
CART,MCAR,small,0.2,20,I(x1 * x2),,None,,5.0,,0.0001,0.133,-0.047,-25.864,0.966,0.179,0.194,0.568,500.0
CART,MCAR,small,0.2,20,I(x2 ** 2),,None,,5.0,,0.0001,0.097,0.022,29.821,0.996,0.154,0.19,0.568,500.0
CART,MCAR,small,0.2,20,I(x3 * z),,None,,5.0,,0.0001,0.06,0.015,34.367,1.0,0.276,0.19,0.568,500.0
CART,MCAR,small,0.2,20,x1,,None,,5.0,,0.0001,0.238,-0.062,-20.701,0.862,0.17,0.195,0.568,500.0
CART,MCAR,small,0.2,20,x2,,None,,5.0,,0.0001,0.281,-0.019,-6.363,1.0,0.179,0.191,0.568,500.0
CART,MCAR,small,0.2,20,x3,,None,,5.0,,0.0001,0.242,0.042,20.801,0.992,0.206,0.189,0.568,500.0
CART,MCAR,small,0.2,20,z,,None,,5.0,,0.0001,0.235,-0.015,-5.81,1.0,0.277,0.188,0.568,500.0
CART,MCAR,small,0.2,20,I(x1 * x2),,None,,10.0,,0.0001,0.133,-0.047,-26.244,0.968,0.18,0.203,0.581,500.0
CART,MCAR,small,0.2,20,I(x2 ** 2),,None,,10.0,,0.0001,0.097,0.022,28.776,1.0,0.155,0.202,0.581,500.0
CART,MCAR,small,0.2,20,I(x3 * z),,None,,10.0,,0.0001,0.06,0.015,32.705,1.0,0.277,0.196,0.581,500.0
CART,MCAR,small,0.2,20,x1,,None,,10.0,,0.0001,0.237,-0.063,-20.97,0.846,0.171,0.206,0.581,500.0
CART,MCAR,small,0.2,20,x2,,None,,10.0,,0.0001,0.281,-0.019,-6.299,1.0,0.18,0.2,0.581,500.0
CART,MCAR,small,0.2,20,x3,,None,,10.0,,0.0001,0.24,0.04,20.073,0.994,0.207,0.195,0.581,500.0
CART,MCAR,small,0.2,20,z,,None,,10.0,,0.0001,0.233,-0.017,-6.999,1.0,0.278,0.196,0.581,500.0
CART,MCAR,small,0.3,10,I(x1 * x2),,None,,5.0,,0.0001,0.13,-0.05,-27.866,0.952,0.191,0.281,0.316,500.0
CART,MCAR,small,0.3,10,I(x2 ** 2),,None,,5.0,,0.0001,0.097,0.022,29.766,0.994,0.165,0.285,0.316,500.0
CART,MCAR,small,0.3,10,I(x3 * z),,None,,5.0,,0.0001,0.049,0.004,9.508,0.998,0.294,0.277,0.316,500.0
CART,MCAR,small,0.3,10,x1,,None,,5.0,,0.0001,0.234,-0.066,-22.036,0.824,0.183,0.296,0.316,500.0
CART,MCAR,small,0.3,10,x2,,None,,5.0,,0.0001,0.281,-0.019,-6.179,0.996,0.192,0.287,0.316,500.0
CART,MCAR,small,0.3,10,x3,,None,,5.0,,0.0001,0.243,0.043,21.542,0.988,0.219,0.27,0.316,500.0
CART,MCAR,small,0.3,10,z,,None,,5.0,,0.0001,0.224,-0.026,-10.266,0.998,0.297,0.281,0.316,500.0
CART,MCAR,small,0.3,10,I(x1 * x2),,None,,10.0,,0.0001,0.129,-0.051,-28.066,0.944,0.193,0.29,0.296,500.0
CART,MCAR,small,0.3,10,I(x2 ** 2),,None,,10.0,,0.0001,0.095,0.02,27.266,0.996,0.168,0.299,0.296,500.0
CART,MCAR,small,0.3,10,I(x3 * z),,None,,10.0,,0.0001,0.047,0.002,4.244,1.0,0.296,0.285,0.296,500.0
CART,MCAR,small,0.3,10,x1,,None,,10.0,,0.0001,0.232,-0.068,-22.665,0.8,0.184,0.295,0.296,500.0
CART,MCAR,small,0.3,10,x2,,None,,10.0,,0.0001,0.282,-0.018,-6.016,0.996,0.193,0.288,0.296,500.0
CART,MCAR,small,0.3,10,x3,,None,,10.0,,0.0001,0.241,0.041,20.539,0.982,0.221,0.277,0.296,500.0
CART,MCAR,small,0.3,10,z,,None,,10.0,,0.0001,0.219,-0.031,-12.305,0.996,0.298,0.285,0.296,500.0
CART,MCAR,small,0.3,20,I(x1 * x2),,None,,5.0,,0.0001,0.13,-0.05,-27.924,0.944,0.19,0.277,0.619,500.0
CART,MCAR,small,0.3,20,I(x2 ** 2),,None,,5.0,,0.0001,0.098,0.023,30.119,0.994,0.164,0.281,0.619,500.0
CART,MCAR,small,0.3,20,I(x3 * z),,None,,5.0,,0.0001,0.049,0.004,8.922,0.998,0.292,0.272,0.619,500.0
CART,MCAR,small,0.3,20,x1,,None,,5.0,,0.0001,0.234,-0.066,-22.099,0.808,0.182,0.286,0.619,500.0
CART,MCAR,small,0.3,20,x2,,None,,5.0,,0.0001,0.282,-0.018,-6.09,0.998,0.191,0.28,0.619,500.0
CART,MCAR,small,0.3,20,x3,,None,,5.0,,0.0001,0.243,0.043,21.448,0.986,0.218,0.268,0.619,500.0
CART,MCAR,small,0.3,20,z,,None,,5.0,,0.0001,0.224,-0.026,-10.354,0.998,0.295,0.28,0.619,500.0
CART,MCAR,small,0.3,20,I(x1 * x2),,None,,10.0,,0.0001,0.129,-0.051,-28.062,0.94,0.192,0.288,0.485,500.0
CART,MCAR,small,0.3,20,I(x2 ** 2),,None,,10.0,,0.0001,0.096,0.021,27.657,0.994,0.166,0.294,0.485,500.0
CART,MCAR,small,0.3,20,I(x3 * z),,None,,10.0,,0.0001,0.047,0.002,3.592,1.0,0.294,0.277,0.485,500.0
CART,MCAR,small,0.3,20,x1,,None,,10.0,,0.0001,0.232,-0.068,-22.58,0.794,0.183,0.295,0.485,500.0
CART,MCAR,small,0.3,20,x2,,None,,10.0,,0.0001,0.282,-0.018,-5.976,0.996,0.192,0.285,0.485,500.0
CART,MCAR,small,0.3,20,x3,,None,,10.0,,0.0001,0.241,0.041,20.508,0.99,0.22,0.277,0.485,500.0
CART,MCAR,small,0.3,20,z,,None,,10.0,,0.0001,0.219,-0.031,-12.36,0.996,0.296,0.279,0.485,500.0
CART,MCAR,small,0.5,10,I(x1 * x2),,None,,5.0,,0.0001,0.123,-0.057,-31.633,0.914,0.221,0.438,0.324,500.0
CART,MCAR,small,0.5,10,I(x2 ** 2),,None,,5.0,,0.0001,0.093,0.018,23.934,0.98,0.191,0.442,0.324,500.0
CART,MCAR,small,0.5,10,I(x3 * z),,None,,5.0,,0.0001,0.036,-0.009,-20.408,0.994,0.332,0.412,0.324,500.0
CART,MCAR,small,0.5,10,x1,,None,,5.0,,0.0001,0.225,-0.075,-25.069,0.76,0.21,0.441,0.324,500.0
CART,MCAR,small,0.5,10,x2,,None,,5.0,,0.0001,0.286,-0.014,-4.635,0.978,0.221,0.438,0.324,500.0
CART,MCAR,small,0.5,10,x3,,None,,5.0,,0.0001,0.237,0.037,18.531,0.98,0.247,0.406,0.324,500.0
CART,MCAR,small,0.5,10,z,,None,,5.0,,0.0001,0.191,-0.059,-23.413,0.97,0.343,0.444,0.324,500.0
CART,MCAR,small,0.5,10,I(x1 * x2),,None,,10.0,,0.0001,0.121,-0.059,-33.031,0.902,0.224,0.448,0.326,500.0
CART,MCAR,small,0.5,10,I(x2 ** 2),,None,,10.0,,0.0001,0.089,0.014,19.273,0.988,0.197,0.47,0.326,500.0
CART,MCAR,small,0.5,10,I(x3 * z),,None,,10.0,,0.0001,0.034,-0.011,-23.486,0.996,0.331,0.407,0.326,500.0
CART,MCAR,small,0.5,10,x1,,None,,10.0,,0.0001,0.221,-0.079,-26.43,0.764,0.216,0.466,0.326,500.0
CART,MCAR,small,0.5,10,x2,,None,,10.0,,0.0001,0.287,-0.013,-4.369,0.982,0.227,0.463,0.326,500.0
CART,MCAR,small,0.5,10,x3,,None,,10.0,,0.0001,0.231,0.031,15.709,0.984,0.25,0.415,0.326,500.0
CART,MCAR,small,0.5,10,z,,None,,10.0,,0.0001,0.183,-0.067,-26.606,0.976,0.344,0.441,0.326,500.0
CART,MCAR,small,0.5,20,I(x1 * x2),,None,,5.0,,0.0001,0.123,-0.057,-31.513,0.92,0.219,0.442,0.517,500.0
CART,MCAR,small,0.5,20,I(x2 ** 2),,None,,5.0,,0.0001,0.093,0.018,23.878,0.974,0.19,0.445,0.517,500.0
CART,MCAR,small,0.5,20,I(x3 * z),,None,,5.0,,0.0001,0.035,-0.01,-21.939,0.994,0.329,0.41,0.517,500.0
CART,MCAR,small,0.5,20,x1,,None,,5.0,,0.0001,0.224,-0.076,-25.334,0.762,0.209,0.449,0.517,500.0
CART,MCAR,small,0.5,20,x2,,None,,5.0,,0.0001,0.287,-0.013,-4.419,0.986,0.219,0.442,0.517,500.0
CART,MCAR,small,0.5,20,x3,,None,,5.0,,0.0001,0.238,0.038,18.789,0.978,0.245,0.404,0.517,500.0
CART,MCAR,small,0.5,20,z,,None,,5.0,,0.0001,0.191,-0.059,-23.5,0.986,0.34,0.441,0.517,500.0
CART,MCAR,small,0.5,20,I(x1 * x2),,None,,10.0,,0.0001,0.121,-0.059,-32.93,0.912,0.222,0.447,0.642,500.0
CART,MCAR,small,0.5,20,I(x2 ** 2),,None,,10.0,,0.0001,0.09,0.015,19.625,0.986,0.195,0.471,0.642,500.0
CART,MCAR,small,0.5,20,I(x3 * z),,None,,10.0,,0.0001,0.034,-0.011,-25.305,0.996,0.329,0.408,0.642,500.0
CART,MCAR,small,0.5,20,x1,,None,,10.0,,0.0001,0.22,-0.08,-26.575,0.76,0.215,0.469,0.642,500.0
CART,MCAR,small,0.5,20,x2,,None,,10.0,,0.0001,0.287,-0.013,-4.236,0.988,0.225,0.465,0.642,500.0
CART,MCAR,small,0.5,20,x3,,None,,10.0,,0.0001,0.232,0.032,16.094,0.988,0.247,0.411,0.642,500.0
CART,MCAR,small,0.5,20,z,,None,,10.0,,0.0001,0.183,-0.067,-26.866,0.984,0.341,0.441,0.642,500.0
RF,MAR,large,0.2,10,I(x1 * x2),True,None,sqrt,2.0,100.0,,1.078,-0.122,-10.146,0.364,0.224,0.359,5.552,500.0
RF,MAR,large,0.2,10,I(x2 ** 2),True,None,sqrt,2.0,100.0,,0.531,0.031,6.138,0.992,0.195,0.367,5.552,500.0
RF,MAR,large,0.2,10,I(x3 * z),True,None,sqrt,2.0,100.0,,0.223,-0.077,-25.623,0.986,0.337,0.328,5.552,500.0
RF,MAR,large,0.2,10,x1,True,None,sqrt,2.0,100.0,,0.239,-0.061,-20.304,0.936,0.2,0.284,5.552,500.0
RF,MAR,large,0.2,10,x2,True,None,sqrt,2.0,100.0,,0.259,-0.041,-13.642,0.984,0.213,0.295,5.552,500.0
RF,MAR,large,0.2,10,x3,True,None,sqrt,2.0,100.0,,0.253,0.053,26.351,0.99,0.236,0.241,5.552,500.0
RF,MAR,large,0.2,10,z,True,None,sqrt,2.0,100.0,,0.188,-0.062,-24.967,0.992,0.316,0.236,5.552,500.0
RF,MAR,large,0.2,10,I(x1 * x2),True,None,sqrt,5.0,50.0,,1.055,-0.145,-12.073,0.242,0.241,0.397,3.321,500.0
RF,MAR,large,0.2,10,I(x2 ** 2),True,None,sqrt,5.0,50.0,,0.528,0.028,5.688,0.996,0.209,0.402,3.321,500.0
RF,MAR,large,0.2,10,I(x3 * z),True,None,sqrt,5.0,50.0,,0.211,-0.089,-29.565,0.97,0.359,0.355,3.321,500.0
RF,MAR,large,0.2,10,x1,True,None,sqrt,5.0,50.0,,0.236,-0.064,-21.22,0.932,0.214,0.319,3.321,500.0
RF,MAR,large,0.2,10,x2,True,None,sqrt,5.0,50.0,,0.252,-0.048,-15.943,0.976,0.227,0.328,3.321,500.0
RF,MAR,large,0.2,10,x3,True,None,sqrt,5.0,50.0,,0.253,0.053,26.532,0.996,0.252,0.272,3.321,500.0
RF,MAR,large,0.2,10,z,True,None,sqrt,5.0,50.0,,0.177,-0.073,-29.113,0.988,0.331,0.247,3.321,500.0
RF,MAR,large,0.2,20,I(x1 * x2),True,None,sqrt,2.0,100.0,,1.078,-0.122,-10.131,0.346,0.222,0.356,11.029,500.0
RF,MAR,large,0.2,20,I(x2 ** 2),True,None,sqrt,2.0,100.0,,0.531,0.031,6.151,0.996,0.193,0.361,11.029,500.0
RF,MAR,large,0.2,20,I(x3 * z),True,None,sqrt,2.0,100.0,,0.224,-0.076,-25.43,0.994,0.335,0.326,11.029,500.0
RF,MAR,large,0.2,20,x1,True,None,sqrt,2.0,100.0,,0.239,-0.061,-20.278,0.944,0.2,0.286,11.029,500.0
RF,MAR,large,0.2,20,x2,True,None,sqrt,2.0,100.0,,0.26,-0.04,-13.481,0.986,0.212,0.294,11.029,500.0
RF,MAR,large,0.2,20,x3,True,None,sqrt,2.0,100.0,,0.252,0.052,26.066,0.99,0.235,0.238,11.029,500.0
RF,MAR,large,0.2,20,z,True,None,sqrt,2.0,100.0,,0.188,-0.062,-24.829,0.996,0.314,0.229,11.029,500.0
RF,MAR,large,0.2,20,I(x1 * x2),True,None,sqrt,5.0,50.0,,1.055,-0.145,-12.063,0.176,0.239,0.395,6.537,500.0
RF,MAR,large,0.2,20,I(x2 ** 2),True,None,sqrt,5.0,50.0,,0.528,0.028,5.644,0.998,0.207,0.397,6.537,500.0
RF,MAR,large,0.2,20,I(x3 * z),True,None,sqrt,5.0,50.0,,0.212,-0.088,-29.485,0.986,0.354,0.347,6.537,500.0
RF,MAR,large,0.2,20,x1,True,None,sqrt,5.0,50.0,,0.236,-0.064,-21.364,0.936,0.213,0.319,6.537,500.0
RF,MAR,large,0.2,20,x2,True,None,sqrt,5.0,50.0,,0.253,-0.047,-15.725,0.982,0.225,0.319,6.537,500.0
RF,MAR,large,0.2,20,x3,True,None,sqrt,5.0,50.0,,0.253,0.053,26.341,1.0,0.249,0.264,6.537,500.0
RF,MAR,large,0.2,20,z,True,None,sqrt,5.0,50.0,,0.177,-0.073,-29.093,0.994,0.33,0.245,6.537,500.0
RF,MAR,large,0.3,10,I(x1 * x2),True,None,sqrt,2.0,100.0,,1.036,-0.164,-13.673,0.16,0.253,0.439,7.254,500.0
RF,MAR,large,0.3,10,I(x2 ** 2),True,None,sqrt,2.0,100.0,,0.534,0.034,6.709,0.984,0.22,0.443,7.254,500.0
RF,MAR,large,0.3,10,I(x3 * z),True,None,sqrt,2.0,100.0,,0.186,-0.114,-38.083,0.93,0.37,0.38,7.254,500.0
RF,MAR,large,0.3,10,x1,True,None,sqrt,2.0,100.0,,0.235,-0.065,-21.578,0.908,0.222,0.355,7.254,500.0
RF,MAR,large,0.3,10,x2,True,None,sqrt,2.0,100.0,,0.248,-0.052,-17.401,0.942,0.237,0.366,7.254,500.0
RF,MAR,large,0.3,10,x3,True,None,sqrt,2.0,100.0,,0.255,0.055,27.701,0.99,0.258,0.297,7.254,500.0
RF,MAR,large,0.3,10,z,True,None,sqrt,2.0,100.0,,0.152,-0.098,-39.062,0.942,0.345,0.29,7.254,500.0
RF,MAR,large,0.3,10,I(x1 * x2),True,None,sqrt,5.0,50.0,,0.999,-0.201,-16.769,0.062,0.272,0.455,4.094,500.0
RF,MAR,large,0.3,10,I(x2 ** 2),True,None,sqrt,5.0,50.0,,0.53,0.03,6.038,0.984,0.236,0.463,4.094,500.0
RF,MAR,large,0.3,10,I(x3 * z),True,None,sqrt,5.0,50.0,,0.172,-0.128,-42.783,0.912,0.398,0.403,4.094,500.0
RF,MAR,large,0.3,10,x1,True,None,sqrt,5.0,50.0,,0.228,-0.072,-24.113,0.89,0.242,0.389,4.094,500.0
RF,MAR,large,0.3,10,x2,True,None,sqrt,5.0,50.0,,0.238,-0.062,-20.736,0.936,0.255,0.391,4.094,500.0
RF,MAR,large,0.3,10,x3,True,None,sqrt,5.0,50.0,,0.256,0.056,27.825,0.996,0.279,0.323,4.094,500.0
RF,MAR,large,0.3,10,z,True,None,sqrt,5.0,50.0,,0.14,-0.11,-44.149,0.944,0.372,0.315,4.094,500.0
RF,MAR,large,0.3,20,I(x1 * x2),True,None,sqrt,2.0,100.0,,1.035,-0.165,-13.711,0.15,0.251,0.44,14.251,500.0
RF,MAR,large,0.3,20,I(x2 ** 2),True,None,sqrt,2.0,100.0,,0.534,0.034,6.734,0.982,0.218,0.445,14.251,500.0
RF,MAR,large,0.3,20,I(x3 * z),True,None,sqrt,2.0,100.0,,0.187,-0.113,-37.536,0.934,0.366,0.376,14.251,500.0
RF,MAR,large,0.3,20,x1,True,None,sqrt,2.0,100.0,,0.235,-0.065,-21.607,0.904,0.221,0.357,14.251,500.0
RF,MAR,large,0.3,20,x2,True,None,sqrt,2.0,100.0,,0.248,-0.052,-17.307,0.962,0.236,0.368,14.251,500.0
RF,MAR,large,0.3,20,x3,True,None,sqrt,2.0,100.0,,0.255,0.055,27.434,0.99,0.257,0.293,14.251,500.0
RF,MAR,large,0.3,20,z,True,None,sqrt,2.0,100.0,,0.153,-0.097,-38.824,0.95,0.343,0.289,14.251,500.0
RF,MAR,large,0.3,20,I(x1 * x2),True,None,sqrt,5.0,50.0,,0.999,-0.201,-16.753,0.05,0.272,0.465,8.141,500.0
RF,MAR,large,0.3,20,I(x2 ** 2),True,None,sqrt,5.0,50.0,,0.53,0.03,6.084,0.984,0.235,0.466,8.141,500.0
RF,MAR,large,0.3,20,I(x3 * z),True,None,sqrt,5.0,50.0,,0.171,-0.129,-42.878,0.924,0.395,0.402,8.141,500.0
RF,MAR,large,0.3,20,x1,True,None,sqrt,5.0,50.0,,0.228,-0.072,-23.881,0.908,0.24,0.39,8.141,500.0
RF,MAR,large,0.3,20,x2,True,None,sqrt,5.0,50.0,,0.238,-0.062,-20.696,0.944,0.253,0.388,8.141,500.0
RF,MAR,large,0.3,20,x3,True,None,sqrt,5.0,50.0,,0.256,0.056,27.802,0.998,0.278,0.324,8.141,500.0
RF,MAR,large,0.3,20,z,True,None,sqrt,5.0,50.0,,0.139,-0.111,-44.236,0.938,0.368,0.306,8.141,500.0
RF,MAR,large,0.5,10,I(x1 * x2),True,None,sqrt,2.0,100.0,,0.932,-0.268,-22.36,0.024,0.303,0.52,10.716,500.0
RF,MAR,large,0.5,10,I(x2 ** 2),True,None,sqrt,2.0,100.0,,0.542,0.042,8.354,0.946,0.267,0.537,10.716,500.0
RF,MAR,large,0.5,10,I(x3 * z),True,None,sqrt,2.0,100.0,,0.134,-0.166,-55.48,0.762,0.429,0.436,10.716,500.0
RF,MAR,large,0.5,10,x1,True,None,sqrt,2.0,100.0,,0.224,-0.076,-25.344,0.85,0.268,0.453,10.716,500.0
RF,MAR,large,0.5,10,x2,True,None,sqrt,2.0,100.0,,0.226,-0.074,-24.594,0.868,0.283,0.456,10.716,500.0
RF,MAR,large,0.5,10,x3,True,None,sqrt,2.0,100.0,,0.253,0.053,26.616,0.98,0.306,0.384,10.716,500.0
RF,MAR,large,0.5,10,z,True,None,sqrt,2.0,100.0,,0.095,-0.155,-61.837,0.778,0.405,0.367,10.716,500.0
RF,MAR,large,0.5,10,I(x1 * x2),True,None,sqrt,5.0,50.0,,0.865,-0.335,-27.934,0.004,0.339,0.551,6.104,500.0
RF,MAR,large,0.5,10,I(x2 ** 2),True,None,sqrt,5.0,50.0,,0.537,0.037,7.477,0.972,0.295,0.558,6.104,500.0
RF,MAR,large,0.5,10,I(x3 * z),True,None,sqrt,5.0,50.0,,0.112,-0.188,-62.803,0.736,0.464,0.437,6.104,500.0
RF,MAR,large,0.5,10,x1,True,None,sqrt,5.0,50.0,,0.21,-0.09,-30.085,0.832,0.292,0.461,6.104,500.0
RF,MAR,large,0.5,10,x2,True,None,sqrt,5.0,50.0,,0.209,-0.091,-30.376,0.866,0.313,0.48,6.104,500.0
RF,MAR,large,0.5,10,x3,True,None,sqrt,5.0,50.0,,0.254,0.054,27.151,0.99,0.33,0.38,6.104,500.0
RF,MAR,large,0.5,10,z,True,None,sqrt,5.0,50.0,,0.077,-0.173,-69.1,0.782,0.445,0.389,6.104,500.0
RF,MAR,large,0.5,20,I(x1 * x2),True,None,sqrt,2.0,100.0,,0.932,-0.268,-22.368,0.024,0.302,0.526,23.152,500.0
RF,MAR,large,0.5,20,I(x2 ** 2),True,None,sqrt,2.0,100.0,,0.542,0.042,8.312,0.952,0.265,0.542,23.152,500.0
RF,MAR,large,0.5,20,I(x3 * z),True,None,sqrt,2.0,100.0,,0.134,-0.166,-55.193,0.78,0.425,0.436,23.152,500.0
RF,MAR,large,0.5,20,x1,True,None,sqrt,2.0,100.0,,0.224,-0.076,-25.454,0.862,0.264,0.449,23.152,500.0
RF,MAR,large,0.5,20,x2,True,None,sqrt,2.0,100.0,,0.226,-0.074,-24.593,0.872,0.282,0.461,23.152,500.0
RF,MAR,large,0.5,20,x3,True,None,sqrt,2.0,100.0,,0.253,0.053,26.653,0.984,0.302,0.376,23.152,500.0
RF,MAR,large,0.5,20,z,True,None,sqrt,2.0,100.0,,0.095,-0.155,-61.814,0.788,0.402,0.367,23.152,500.0
RF,MAR,large,0.5,20,I(x1 * x2),True,None,sqrt,5.0,50.0,,0.866,-0.334,-27.872,0.002,0.336,0.555,11.497,500.0
RF,MAR,large,0.5,20,I(x2 ** 2),True,None,sqrt,5.0,50.0,,0.537,0.037,7.409,0.97,0.293,0.563,11.497,500.0
RF,MAR,large,0.5,20,I(x3 * z),True,None,sqrt,5.0,50.0,,0.111,-0.189,-62.88,0.764,0.463,0.445,11.497,500.0
RF,MAR,large,0.5,20,x1,True,None,sqrt,5.0,50.0,,0.209,-0.091,-30.282,0.822,0.291,0.47,11.497,500.0
RF,MAR,large,0.5,20,x2,True,None,sqrt,5.0,50.0,,0.209,-0.091,-30.228,0.854,0.31,0.478,11.497,500.0
RF,MAR,large,0.5,20,x3,True,None,sqrt,5.0,50.0,,0.254,0.054,27.243,0.99,0.328,0.383,11.497,500.0
RF,MAR,large,0.5,20,z,True,None,sqrt,5.0,50.0,,0.078,-0.172,-68.811,0.81,0.441,0.388,11.497,500.0
RF,MAR,medium,0.2,10,I(x1 * x2),True,None,sqrt,2.0,100.0,,0.518,-0.082,-13.688,0.732,0.191,0.241,5.509,500.0
RF,MAR,medium,0.2,10,I(x2 ** 2),True,None,sqrt,2.0,100.0,,0.277,0.027,10.642,0.988,0.164,0.241,5.509,500.0
RF,MAR,medium,0.2,10,I(x3 * z),True,None,sqrt,2.0,100.0,,0.11,-0.04,-26.579,1.0,0.295,0.246,5.509,500.0
RF,MAR,medium,0.2,10,x1,True,None,sqrt,2.0,100.0,,0.242,-0.058,-19.226,0.926,0.177,0.215,5.509,500.0
RF,MAR,medium,0.2,10,x2,True,None,sqrt,2.0,100.0,,0.266,-0.034,-11.218,0.994,0.187,0.215,5.509,500.0
RF,MAR,medium,0.2,10,x3,True,None,sqrt,2.0,100.0,,0.246,0.046,22.956,0.998,0.211,0.179,5.509,500.0
RF,MAR,medium,0.2,10,z,True,None,sqrt,2.0,100.0,,0.209,-0.041,-16.23,1.0,0.286,0.196,5.509,500.0
RF,MAR,medium,0.2,10,I(x1 * x2),True,None,sqrt,5.0,50.0,,0.507,-0.093,-15.55,0.618,0.197,0.269,3.176,500.0
RF,MAR,medium,0.2,10,I(x2 ** 2),True,None,sqrt,5.0,50.0,,0.273,0.023,9.374,0.996,0.169,0.263,3.176,500.0
