dataset,mechanism,method,missing_rate_target_per_var,n_imputations,maxit_used,n_obs,n_reps,runtime_sec_mean,achieved_missing_overall_mean,achieved_missing_y,achieved_missing_x1,achieved_missing_x2,achieved_missing_x3,param,true,mean_estimate,mean_std_error,mean_ci_width,mean_bias,pct_bias,rmse,coverage_rate,mean_fmi
categorical_interaction,MAR_monotone,cart,0.2,20,10,1000,500,9.159166860580443,0.409778,0.59086,0.20015,0.3598899999999999,0.488212,x3,0.2,0.1323190637617114,0.0536320868048981,0.2102377802752006,-0.0676809362382886,-33.840468119144305,0.0771847395815591,0.822,0.5697157104670175
categorical_interaction,MAR_monotone,cart,0.2,10,10,1000,500,4.382049734592438,0.409778,0.59086,0.20015,0.3598899999999999,0.488212,z,0.25,0.0664137405209962,0.1017357370365805,0.3988040891833957,-0.1835862594790037,-73.4345037916015,0.1918513658293612,0.55,0.4965373047328731
categorical_interaction,MAR_monotone,cart,0.2,20,10,1000,500,9.159166860580443,0.409778,0.59086,0.20015,0.3598899999999999,0.488212,z,0.25,0.0668533073392989,0.1013727768991471,0.3973812854446568,-0.1831466926607011,-73.25867706428045,0.1910511884299107,0.558,0.5032234665711096
categorical_interaction,MAR_monotone,cart,0.4,10,10,1000,500,5.490957047462463,0.67331,0.870212,0.39979,0.639698,0.7835400000000001,C(cat)[T.B],0.0,-0.0980281209644086,0.2085812654915408,0.8176385607268403,-0.0980281209644086,,0.1734619244957304,0.976,0.7873166645089029
categorical_interaction,MAR_monotone,cart,0.4,20,10,1000,500,11.348419373035432,0.67331,0.870212,0.39979,0.639698,0.7835400000000001,C(cat)[T.B],0.0,-0.1027019783722504,0.2086820450190205,0.8180336164745604,-0.1027019783722504,,0.1698008378899776,0.978,0.7985574278290025
categorical_interaction,MAR_monotone,cart,0.4,10,10,1000,500,5.490957047462463,0.67331,0.870212,0.39979,0.639698,0.7835400000000001,C(cat)[T.C],0.0,0.011743868971135,0.2342900792261031,0.9184171105663244,0.011743868971135,,0.154102095539579,0.992,0.7973225333803325
categorical_interaction,MAR_monotone,cart,0.4,20,10,1000,500,11.348419373035432,0.67331,0.870212,0.39979,0.639698,0.7835400000000001,C(cat)[T.C],0.0,0.0137478580187899,0.231411281865323,0.9071322249120662,0.0137478580187899,,0.1514415249035341,0.996,0.803665578176543
categorical_interaction,MAR_monotone,cart,0.4,10,10,1000,500,5.490957047462463,0.67331,0.870212,0.39979,0.639698,0.7835400000000001,x1,0.3,0.2761095494183003,0.1569019765880607,0.6150557482251982,-0.0238904505816996,-7.9634835272332225,0.1186756153817041,0.974,0.7940802461305945
categorical_interaction,MAR_monotone,cart,0.4,20,10,1000,500,11.348419373035432,0.67331,0.870212,0.39979,0.639698,0.7835400000000001,x1,0.3,0.276846174758403,0.1565714605534152,0.6137601253693878,-0.0231538252415969,-7.717941747198985,0.1164592230453513,0.988,0.8068539366936937
categorical_interaction,MAR_monotone,cart,0.4,10,10,1000,500,5.490957047462463,0.67331,0.870212,0.39979,0.639698,0.7835400000000001,x1:C(cat)[T.B],0.8,0.2932449683825941,0.2416078697324092,0.9471028493510442,-0.5067550316174059,-63.34437895217573,0.5277902309034873,0.42,0.8286743905460041
